HGNC ID	Status	Approved symbol	Approved name	Ensembl gene ID	NCBI gene ID	Chromosome
HGNC:37651	Approved	ACTG1P11	actin gamma 1 pseudogene 11	ENSG00000229465	414754	Y
HGNC:44496	Approved	ACTG1P12	actin gamma 1 pseudogene 12	ENSG00000226642	100418921	3
HGNC:49058	Approved	ACTG1P13	actin gamma 1 pseudogene 13	ENSG00000241305	100418920	3
HGNC:49751	Approved	ACTG1P14	actin gamma 1 pseudogene 14	ENSG00000230581	100418910	9
HGNC:51495	Approved	ACTG1P15	actin gamma 1 pseudogene 15	ENSG00000259904	100418951	15
HGNC:51496	Approved	ACTG1P16	actin gamma 1 pseudogene 16	ENSG00000260298	100418960	16
HGNC:51497	Approved	ACTG1P17	actin gamma 1 pseudogene 17	ENSG00000259315	283693	15
HGNC:51498	Approved	ACTG1P18	actin gamma 1 pseudogene 18	ENSG00000218475	100418924	6
HGNC:51499	Approved	ACTG1P19	actin gamma 1 pseudogene 19	ENSG00000237999	644160	9
HGNC:51500	Approved	ACTG1P20	actin gamma 1 pseudogene 20	ENSG00000241547	644961	1
HGNC:51501	Approved	ACTG1P21	actin gamma 1 pseudogene 21	ENSG00000232672	100131291	1
HGNC:51502	Approved	ACTG1P22	actin gamma 1 pseudogene 22	ENSG00000271615	100131953	2
HGNC:51503	Approved	ACTG1P23	actin gamma 1 pseudogene 23	ENSG00000230362	442097	3
HGNC:49661	Approved	ACTG1P24	actin gamma 1 pseudogene 24	ENSG00000226359	441783	17
HGNC:145	Approved	ACTG2	actin gamma 2, smooth muscle	ENSG00000163017	72	2
HGNC:158	Entry Withdrawn	ACTL4	entry withdrawn			NA
HGNC:159	Entry Withdrawn	ACTL5	entry withdrawn			NA
HGNC:24124	Approved	ACTL6A	actin like 6A	ENSG00000136518	86	3
HGNC:160	Approved	ACTL6B	actin like 6B	ENSG00000077080	51412	7
HGNC:161	Approved	ACTL7A	actin like 7A	ENSG00000187003	10881	9
HGNC:162	Approved	ACTL7B	actin like 7B	ENSG00000148156	10880	9
HGNC:24018	Approved	ACTL8	actin like 8	ENSG00000117148	81569	1
HGNC:28494	Approved	ACTL9	actin like 9	ENSG00000181786	284382	19
HGNC:16127	Approved	ACTL10	actin like 10	ENSG00000182584	170487	20
HGNC:163	Approved	ACTN1	actinin alpha 1	ENSG00000072110	87	14
HGNC:20131	Approved	ACTN1-AS1	ACTN1 antisense RNA 1	ENSG00000259062	161159	14
HGNC:164	Approved	ACTN2	actinin alpha 2	ENSG00000077522	88	1
HGNC:165	Approved	ACTN3	actinin alpha 3 (gene/pseudogene)	ENSG00000248746	89	11
HGNC:166	Approved	ACTN4	actinin alpha 4	ENSG00000130402	81	19
HGNC:44028	Approved	ACTN4P1	actinin alpha 4 pseudogene 1	ENSG00000213493	344978	4
HGNC:44032	Approved	ACTN4P2	actinin alpha 4 pseudogene 2	ENSG00000214141	391026	1
HGNC:51621	Approved	ACTP1	actin family pseudogene 1	ENSG00000229890	106480335	2
HGNC:167	Approved	ACTR1A	actin related protein 1A	ENSG00000138107	10121	10
HGNC:168	Approved	ACTR1B	actin related protein 1B	ENSG00000115073	10120	2
HGNC:169	Approved	ACTR2	actin related protein 2	ENSG00000138071	10097	2
HGNC:170	Approved	ACTR3	actin related protein 3	ENSG00000115091	10096	2
HGNC:53965	Approved	ACTR3-AS1	ACTR3 antisense RNA 1		101060091	2
HGNC:17256	Approved	ACTR3B	actin related protein 3B	ENSG00000133627	57180	7
HGNC:37724	Approved	ACTR3BP1	ACTR3B pseudogene 1	ENSG00000270242	643050	Y
HGNC:38677	Approved	ACTR3BP2	ACTR3B pseudogene 2	ENSG00000226481	440888	2
HGNC:38678	Approved	ACTR3BP3	ACTR3B pseudogene 3	ENSG00000260327	647156	16
HGNC:38681	Approved	ACTR3BP4	ACTR3B pseudogene 4	ENSG00000249283	777774	4
HGNC:38682	Approved	ACTR3BP5	ACTR3B pseudogene 5	ENSG00000227264	399746	10
HGNC:38683	Approved	ACTR3BP6	ACTR3B pseudogene 6	ENSG00000226444	644773	22
HGNC:37282	Approved	ACTR3C	actin related protein 3C	ENSG00000106526	653857	7
HGNC:31820	Approved	ACTR3P1	ACTR3 pseudogene 1		100288580	14
HGNC:38676	Approved	ACTR3P2	ACTR3 pseudogene 2	ENSG00000232267	100129013	X
HGNC:38679	Approved	ACTR3P3	ACTR3 pseudogene 3	ENSG00000242573	100128020	3
HGNC:14671	Approved	ACTR5	actin related protein 5	ENSG00000101442	79913	20
HGNC:24025	Approved	ACTR6	actin related protein 6	ENSG00000075089	64431	12
HGNC:44210	Approved	ACTR6P1	ACTR6 pseudogene 1	ENSG00000248915	100421495	4
HGNC:14672	Approved	ACTR8	actin related protein 8	ENSG00000113812	93973	3
HGNC:17372	Approved	ACTR10	actin related protein 10	ENSG00000131966	55860	14
HGNC:24027	Approved	ACTRT1	actin related protein T1	ENSG00000123165	139741	X
HGNC:24026	Approved	ACTRT2	actin related protein T2	ENSG00000169717	140625	1
HGNC:24022	Approved	ACTRT3	actin related protein T3	ENSG00000184378	84517	3
HGNC:171	Approved	ACVR1	activin A receptor type 1	ENSG00000115170	90	2
HGNC:172	Approved	ACVR1B	activin A receptor type 1B	ENSG00000135503	91	12
HGNC:18123	Approved	ACVR1C	activin A receptor type 1C	ENSG00000123612	130399	2
HGNC:173	Approved	ACVR2A	activin A receptor type 2A	ENSG00000121989	92	2
HGNC:174	Approved	ACVR2B	activin A receptor type 2B	ENSG00000114739	93	3
HGNC:44161	Approved	ACVR2B-AS1	ACVR2B antisense RNA 1	ENSG00000229589	100128640	3
HGNC:175	Approved	ACVRL1	activin A receptor like type 1	ENSG00000139567	94	12
HGNC:177	Approved	ACY1	aminoacylase 1	ENSG00000243989	95	3
HGNC:24104	Approved	ACY3	aminoacylase 3	ENSG00000132744	91703	11
HGNC:179	Approved	ACYP1	acylphosphatase 1	ENSG00000119640	97	14
HGNC:180	Approved	ACYP2	acylphosphatase 2	ENSG00000170634	98	2
HGNC:185	Approved	AD5	Alzheimer disease 5		8081	12
HGNC:186	Approved	ADA	adenosine deaminase	ENSG00000196839	100	20
HGNC:1839	Approved	ADA2	adenosine deaminase 2	ENSG00000093072	51816	22
HGNC:30713	Approved	ADAD1	adenosine deaminase domain containing 1	ENSG00000164113	132612	4
HGNC:44550	Approved	ADAD1P1	adenosine deaminase domain containing 1 pseudogene 1		100422386	3
HGNC:44552	Approved	ADAD1P2	adenosine deaminase domain containing 1 pseudogene 2	ENSG00000267511	100422407	18
HGNC:30714	Approved	ADAD2	adenosine deaminase domain containing 2	ENSG00000140955	161931	16
HGNC:31853	Approved	ADAL	adenosine deaminase like	ENSG00000168803	161823	15
HGNC:187	Approved	ADAM1A	ADAM metallopeptidase domain 1A (pseudogene)	ENSG00000229186	8759	12
HGNC:44366	Approved	ADAM1B	ADAM metallopeptidase domain 1B (pseudogene)	ENSG00000226469	100420505	12
HGNC:198	Approved	ADAM2	ADAM metallopeptidase domain 2	ENSG00000104755	2515	8
HGNC:209	Approved	ADAM3A	ADAM metallopeptidase domain 3A (pseudogene)	ENSG00000197475	1587	8
HGNC:210	Approved	ADAM3B	ADAM metallopeptidase domain 3B (pseudogene)	ENSG00000260089	1596	16
HGNC:212	Approved	ADAM5	ADAM metallopeptidase domain 5 (pseudogene)	ENSG00000196115	255926	8
HGNC:213	Approved	ADAM6	ADAM metallopeptidase domain 6 (pseudogene)	ENSG00000271968	8755	14
HGNC:214	Approved	ADAM7	ADAM metallopeptidase domain 7	ENSG00000069206	8756	8
HGNC:215	Approved	ADAM8	ADAM metallopeptidase domain 8	ENSG00000151651	101	10
HGNC:216	Approved	ADAM9	ADAM metallopeptidase domain 9	ENSG00000168615	8754	8
HGNC:188	Approved	ADAM10	ADAM metallopeptidase domain 10	ENSG00000137845	102	15
HGNC:189	Approved	ADAM11	ADAM metallopeptidase domain 11	ENSG00000073670	4185	17
HGNC:190	Approved	ADAM12	ADAM metallopeptidase domain 12	ENSG00000148848	8038	10
HGNC:43841	Entry Withdrawn	ADAM12-OT1	entry withdrawn			NA
HGNC:193	Approved	ADAM15	ADAM metallopeptidase domain 15	ENSG00000143537	8751	1
HGNC:195	Approved	ADAM17	ADAM metallopeptidase domain 17	ENSG00000151694	6868	2
HGNC:196	Approved	ADAM18	ADAM metallopeptidase domain 18	ENSG00000168619	8749	8
HGNC:197	Approved	ADAM19	ADAM metallopeptidase domain 19	ENSG00000135074	8728	5
HGNC:199	Approved	ADAM20	ADAM metallopeptidase domain 20	ENSG00000134007	8748	14
HGNC:20102	Approved	ADAM20P1	ADAM metallopeptidase domain 20 pseudogene 1	ENSG00000259158	317760	14
HGNC:43901	Approved	ADAM20P2	ADAM metallopeptidase domain 20 pseudogene 2	ENSG00000248574	100533671	4
HGNC:43902	Approved	ADAM20P3	ADAM metallopeptidase domain 20 pseudogene 3	ENSG00000249162	644325	4
HGNC:200	Approved	ADAM21	ADAM metallopeptidase domain 21	ENSG00000139985	8747	14
HGNC:19822	Approved	ADAM21P1	ADAM metallopeptidase domain 21 pseudogene 1	ENSG00000235812	145241	14
HGNC:201	Approved	ADAM22	ADAM metallopeptidase domain 22	ENSG00000008277	53616	7
HGNC:202	Approved	ADAM23	ADAM metallopeptidase domain 23	ENSG00000114948	8745	2
HGNC:203	Approved	ADAM24P	ADAM metallopeptidase domain 24, pseudogene	ENSG00000214607	646479	8
HGNC:206	Approved	ADAM28	ADAM metallopeptidase domain 28	ENSG00000042980	10863	8
HGNC:207	Approved	ADAM29	ADAM metallopeptidase domain 29	ENSG00000168594	11086	4
HGNC:208	Approved	ADAM30	ADAM metallopeptidase domain 30	ENSG00000134249	11085	1
HGNC:15479	Approved	ADAM32	ADAM metallopeptidase domain 32	ENSG00000197140	203102	8
HGNC:15478	Approved	ADAM33	ADAM metallopeptidase domain 33	ENSG00000149451	80332	20
HGNC:16299	Approved	ADAMDEC1	ADAM like decysin 1	ENSG00000134028	27299	8
HGNC:217	Approved	ADAMTS1	ADAM metallopeptidase with thrombospondin type 1 motif 1	ENSG00000154734	9510	21
HGNC:218	Approved	ADAMTS2	ADAM metallopeptidase with thrombospondin type 1 motif 2	ENSG00000087116	9509	5
HGNC:219	Approved	ADAMTS3	ADAM metallopeptidase with thrombospondin type 1 motif 3	ENSG00000156140	9508	4
HGNC:220	Approved	ADAMTS4	ADAM metallopeptidase with thrombospondin type 1 motif 4	ENSG00000158859	9507	1
HGNC:221	Approved	ADAMTS5	ADAM metallopeptidase with thrombospondin type 1 motif 5	ENSG00000154736	11096	21
HGNC:222	Approved	ADAMTS6	ADAM metallopeptidase with thrombospondin type 1 motif 6	ENSG00000049192	11174	5
HGNC:223	Approved	ADAMTS7	ADAM metallopeptidase with thrombospondin type 1 motif 7	ENSG00000136378	11173	15
HGNC:49407	Approved	ADAMTS7P1	ADAMTS7 pseudogene 1	ENSG00000274376	390660	15
HGNC:49409	Approved	ADAMTS7P3	ADAMTS7 pseudogene 3	ENSG00000261143	400406	15
HGNC:49410	Approved	ADAMTS7P4	ADAMTS7 pseudogene 4	ENSG00000218052	642935	15
HGNC:224	Approved	ADAMTS8	ADAM metallopeptidase with thrombospondin type 1 motif 8	ENSG00000134917	11095	11
HGNC:13202	Approved	ADAMTS9	ADAM metallopeptidase with thrombospondin type 1 motif 9	ENSG00000163638	56999	3
HGNC:40625	Approved	ADAMTS9-AS1	ADAMTS9 antisense RNA 1	ENSG00000241158	101929335	3
HGNC:42435	Approved	ADAMTS9-AS2	ADAMTS9 antisense RNA 2	ENSG00000241684	100507098	3
HGNC:13201	Approved	ADAMTS10	ADAM metallopeptidase with thrombospondin type 1 motif 10	ENSG00000142303	81794	19
HGNC:14605	Approved	ADAMTS12	ADAM metallopeptidase with thrombospondin type 1 motif 12	ENSG00000151388	81792	5
HGNC:1366	Approved	ADAMTS13	ADAM metallopeptidase with thrombospondin type 1 motif 13	ENSG00000160323	11093	9
HGNC:14899	Approved	ADAMTS14	ADAM metallopeptidase with thrombospondin type 1 motif 14	ENSG00000138316	140766	10
HGNC:16305	Approved	ADAMTS15	ADAM metallopeptidase with thrombospondin type 1 motif 15	ENSG00000166106	170689	11
HGNC:17108	Approved	ADAMTS16	ADAM metallopeptidase with thrombospondin type 1 motif 16	ENSG00000145536	170690	5
HGNC:17109	Approved	ADAMTS17	ADAM metallopeptidase with thrombospondin type 1 motif 17	ENSG00000140470	170691	15
HGNC:17110	Approved	ADAMTS18	ADAM metallopeptidase with thrombospondin type 1 motif 18	ENSG00000140873	170692	16
HGNC:17111	Approved	ADAMTS19	ADAM metallopeptidase with thrombospondin type 1 motif 19	ENSG00000145808	171019	5
HGNC:40797	Approved	ADAMTS19-AS1	ADAMTS19 antisense RNA 1	ENSG00000249421	103689846	5
HGNC:17178	Approved	ADAMTS20	ADAM metallopeptidase with thrombospondin type 1 motif 20	ENSG00000173157	80070	12
HGNC:14632	Approved	ADAMTSL1	ADAMTS like 1	ENSG00000178031	92949	9
HGNC:14631	Approved	ADAMTSL2	ADAMTS like 2	ENSG00000197859	9719	9
HGNC:14633	Approved	ADAMTSL3	ADAMTS like 3	ENSG00000156218	57188	15
HGNC:19706	Approved	ADAMTSL4	ADAMTS like 4	ENSG00000143382	54507	1
HGNC:32041	Approved	ADAMTSL4-AS1	ADAMTSL4 antisense RNA 1	ENSG00000203804	574406	1
HGNC:27912	Approved	ADAMTSL5	ADAMTS like 5	ENSG00000185761	339366	19
HGNC:16486	Approved	ADAP1	ArfGAP with dual PH domains 1	ENSG00000105963	11033	7
HGNC:16487	Approved	ADAP2	ArfGAP with dual PH domains 2	ENSG00000184060	55803	17
HGNC:225	Approved	ADAR	adenosine deaminase RNA specific	ENSG00000160710	103	1
HGNC:226	Approved	ADARB1	adenosine deaminase RNA specific B1	ENSG00000197381	104	21
HGNC:227	Approved	ADARB2	adenosine deaminase RNA specific B2 (inactive)	ENSG00000185736	105	10
HGNC:23299	Approved	ADARB2-AS1	ADARB2 antisense RNA 1	ENSG00000205696	642394	10
HGNC:228	Approved	ADAT1	adenosine deaminase tRNA specific 1	ENSG00000065457	23536	16
HGNC:21172	Approved	ADAT2	adenosine deaminase tRNA specific 2	ENSG00000189007	134637	6
HGNC:25151	Approved	ADAT3	adenosine deaminase tRNA specific 3	ENSG00000213638	113179	19
HGNC:19038	Approved	ADCK1	aarF domain containing kinase 1	ENSG00000063761	57143	14
HGNC:19039	Approved	ADCK2	aarF domain containing kinase 2	ENSG00000133597	90956	7
HGNC:21738	Approved	ADCK5	aarF domain containing kinase 5	ENSG00000173137	203054	8
HGNC:229	Approved	ADCP1	adenosine deaminase complexing protein 1		106	6
HGNC:232	Approved	ADCY1	adenylate cyclase 1	ENSG00000164742	107	7
HGNC:233	Approved	ADCY2	adenylate cyclase 2	ENSG00000078295	108	5
HGNC:234	Approved	ADCY3	adenylate cyclase 3	ENSG00000138031	109	2
HGNC:235	Approved	ADCY4	adenylate cyclase 4	ENSG00000129467	196883	14
HGNC:236	Approved	ADCY5	adenylate cyclase 5	ENSG00000173175	111	3
HGNC:237	Approved	ADCY6	adenylate cyclase 6	ENSG00000174233	112	12
HGNC:238	Approved	ADCY7	adenylate cyclase 7	ENSG00000121281	113	16
HGNC:239	Approved	ADCY8	adenylate cyclase 8	ENSG00000155897	114	8
HGNC:240	Approved	ADCY9	adenylate cyclase 9	ENSG00000162104	115	16
HGNC:21285	Approved	ADCY10	adenylate cyclase 10	ENSG00000143199	55811	1
HGNC:44143	Approved	ADCY10P1	ADCY10 pseudogene 1	ENSG00000161912	221442	6
HGNC:241	Approved	ADCYAP1	adenylate cyclase activating polypeptide 1	ENSG00000141433	116	18
HGNC:242	Approved	ADCYAP1R1	ADCYAP receptor type I	ENSG00000078549	117	7
HGNC:243	Approved	ADD1	adducin 1	ENSG00000087274	118	4
HGNC:244	Approved	ADD2	adducin 2	ENSG00000075340	119	2
HGNC:245	Approved	ADD3	adducin 3	ENSG00000148700	120	10
HGNC:48682	Approved	ADD3-AS1	ADD3 antisense RNA 1	ENSG00000203876	100505933	10
HGNC:247	Approved	ADFN	albinism-deafness syndrome		122	X
HGNC:21212	Approved	ADGB	androglobin	ENSG00000118492	79747	6
HGNC:13838	Approved	ADGRA1	adhesion G protein-coupled receptor A1	ENSG00000197177	84435	10
HGNC:49543	Approved	ADGRA1-AS1	adhesion G protein-coupled receptor A1 antisense RNA 1	ENSG00000256925	100128127	10
HGNC:17849	Approved	ADGRA2	adhesion G protein-coupled receptor A2	ENSG00000020181	25960	8
HGNC:13839	Approved	ADGRA3	adhesion G protein-coupled receptor A3	ENSG00000152990	166647	4
HGNC:943	Approved	ADGRB1	adhesion G protein-coupled receptor B1	ENSG00000181790	575	8
HGNC:944	Approved	ADGRB2	adhesion G protein-coupled receptor B2	ENSG00000121753	576	1
HGNC:945	Approved	ADGRB3	adhesion G protein-coupled receptor B3	ENSG00000135298	577	6
HGNC:19893	Approved	ADGRD1	adhesion G protein-coupled receptor D1	ENSG00000111452	283383	12
HGNC:53314	Approved	ADGRD1-AS1	ADGRD1 antisense RNA 1	ENSG00000256151	105755954	12
HGNC:18651	Approved	ADGRD2	adhesion G protein-coupled receptor D2	ENSG00000180264	347088	9
HGNC:3336	Approved	ADGRE1	adhesion G protein-coupled receptor E1	ENSG00000174837	2015	19
HGNC:3337	Approved	ADGRE2	adhesion G protein-coupled receptor E2	ENSG00000127507	30817	19
HGNC:23647	Approved	ADGRE3	adhesion G protein-coupled receptor E3	ENSG00000131355	84658	19
HGNC:19240	Approved	ADGRE4P	adhesion G protein-coupled receptor E4, pseudogene	ENSG00000268758	326342	19
HGNC:1711	Approved	ADGRE5	adhesion G protein-coupled receptor E5	ENSG00000123146	976	19
HGNC:18990	Approved	ADGRF1	adhesion G protein-coupled receptor F1	ENSG00000153292	266977	6
HGNC:18991	Approved	ADGRF2	adhesion G protein-coupled receptor F2	ENSG00000164393	222611	6
HGNC:18989	Approved	ADGRF3	adhesion G protein-coupled receptor F3	ENSG00000173567	165082	2
HGNC:19011	Approved	ADGRF4	adhesion G protein-coupled receptor F4	ENSG00000153294	221393	6
HGNC:19030	Approved	ADGRF5	adhesion G protein-coupled receptor F5	ENSG00000069122	221395	6
HGNC:32922	Approved	ADGRF5P1	adhesion G protein-coupled receptor F5 pseudogene 1	ENSG00000227582	389740	9
HGNC:32921	Approved	ADGRF5P2	adhesion G protein-coupled receptor F5 pseudogene 2	ENSG00000204818	441416	9
HGNC:4512	Approved	ADGRG1	adhesion G protein-coupled receptor G1	ENSG00000205336	9289	16
HGNC:4516	Approved	ADGRG2	adhesion G protein-coupled receptor G2	ENSG00000173698	10149	X
HGNC:13728	Approved	ADGRG3	adhesion G protein-coupled receptor G3	ENSG00000182885	222487	16
HGNC:18992	Approved	ADGRG4	adhesion G protein-coupled receptor G4	ENSG00000156920	139378	X
HGNC:19010	Approved	ADGRG5	adhesion G protein-coupled receptor G5	ENSG00000159618	221188	16
HGNC:13841	Approved	ADGRG6	adhesion G protein-coupled receptor G6	ENSG00000112414	57211	6
HGNC:19241	Approved	ADGRG7	adhesion G protein-coupled receptor G7	ENSG00000144820	84873	3
HGNC:20973	Approved	ADGRL1	adhesion G protein-coupled receptor L1	ENSG00000072071	22859	19
HGNC:18582	Approved	ADGRL2	adhesion G protein-coupled receptor L2	ENSG00000117114	23266	1
HGNC:20974	Approved	ADGRL3	adhesion G protein-coupled receptor L3	ENSG00000150471	23284	4
HGNC:50604	Approved	ADGRL3-AS1	adhesion G protein-coupled receptor L3 antisense RNA 1	ENSG00000248692	101927186	4
HGNC:20822	Approved	ADGRL4	adhesion G protein-coupled receptor L4	ENSG00000162618	64123	1
HGNC:17416	Approved	ADGRV1	adhesion G protein-coupled receptor V1	ENSG00000164199	84059	5
HGNC:249	Approved	ADH1A	alcohol dehydrogenase 1A (class I), alpha polypeptide	ENSG00000187758	124	4
HGNC:250	Approved	ADH1B	alcohol dehydrogenase 1B (class I), beta polypeptide	ENSG00000196616	125	4
HGNC:251	Approved	ADH1C	alcohol dehydrogenase 1C (class I), gamma polypeptide	ENSG00000248144	126	4
HGNC:252	Approved	ADH4	alcohol dehydrogenase 4 (class II), pi polypeptide	ENSG00000198099	127	4
HGNC:253	Approved	ADH5	alcohol dehydrogenase 5 (class III), chi polypeptide	ENSG00000197894	128	4
HGNC:254	Entry Withdrawn	ADH5P1	entry withdrawn			NA
HGNC:22976	Approved	ADH5P2	ADH5 pseudogene 2	ENSG00000232676	343296	1
HGNC:22991	Approved	ADH5P3	ADH5 pseudogene 3	ENSG00000223694	100131810	1
HGNC:21377	Approved	ADH5P4	ADH5 pseudogene 4	ENSG00000233859	642443	6
HGNC:255	Approved	ADH6	alcohol dehydrogenase 6 (class V)	ENSG00000172955	130	4
HGNC:256	Approved	ADH7	alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide	ENSG00000196344	131	4
HGNC:16354	Approved	ADHFE1	alcohol dehydrogenase iron containing 1	ENSG00000147576	137872	8
HGNC:30576	Approved	ADI1	acireductone dioxygenase 1	ENSG00000182551	55256	2
HGNC:52339	Approved	ADI1P1	acireductone dioxygenase 1 pseudogene 1	ENSG00000235102	100130936	20
HGNC:52340	Approved	ADI1P2	acireductone dioxygenase 1 pseudogene 2	ENSG00000250684	100288971	8
HGNC:52341	Approved	ADI1P3	acireductone dioxygenase 1 pseudogene 3	ENSG00000258369	100288129	12
HGNC:28606	Approved	ADIG	adipogenin	ENSG00000182035	149685	20
HGNC:13633	Approved	ADIPOQ	adiponectin, C1Q and collagen domain containing	ENSG00000181092	9370	3
HGNC:40648	Approved	ADIPOQ-AS1	ADIPOQ antisense RNA 1	ENSG00000226482	100874095	3
HGNC:24040	Approved	ADIPOR1	adiponectin receptor 1	ENSG00000159346	51094	1
HGNC:44910	Approved	ADIPOR1P1	adiponectin receptor 1 pseudogene 1	ENSG00000232497	645220	10
HGNC:44911	Approved	ADIPOR1P2	adiponectin receptor 1 pseudogene 2	ENSG00000258805	390503	14
HGNC:24041	Approved	ADIPOR2	adiponectin receptor 2	ENSG00000006831	79602	12
HGNC:24043	Approved	ADIRF	adipogenesis regulatory factor	ENSG00000148671	10974	10
HGNC:45127	Approved	ADIRF-AS1	ADIRF antisense RNA 1	ENSG00000272734	100133190	10
HGNC:257	Approved	ADK	adenosine kinase	ENSG00000156110	132	10
HGNC:259	Approved	ADM	adrenomedullin	ENSG00000148926	133	11
HGNC:28898	Approved	ADM2	adrenomedullin 2	ENSG00000128165	79924	22
HGNC:27293	Approved	ADM5	adrenomedullin 5 (putative)	ENSG00000224420	199800	19
HGNC:15766	Approved	ADNP	activity dependent neuroprotector homeobox	ENSG00000101126	23394	20
HGNC:51227	Approved	ADNP-AS1	ADNP antisense RNA 1	ENSG00000259456	101927631	20
HGNC:23803	Approved	ADNP2	ADNP homeobox 2	ENSG00000101544	22850	18
HGNC:23506	Approved	ADO	2-aminoethanethiol dioxygenase	ENSG00000181915	84890	10
HGNC:262	Approved	ADORA1	adenosine A1 receptor	ENSG00000163485	134	1
HGNC:263	Approved	ADORA2A	adenosine A2a receptor	ENSG00000128271	135	22
HGNC:37122	Approved	ADORA2A-AS1	ADORA2A antisense RNA 1	ENSG00000178803	646023	22
HGNC:264	Approved	ADORA2B	adenosine A2b receptor	ENSG00000170425	136	17
HGNC:265	Approved	ADORA2BP1	adenosine A2b receptor pseudogene 1	ENSG00000236136	137	1
HGNC:266	Entry Withdrawn	ADORA2L1	entry withdrawn			NA
HGNC:267	Entry Withdrawn	ADORA2L2	entry withdrawn			NA
HGNC:268	Approved	ADORA3	adenosine A3 receptor	ENSG00000282608	140	1
HGNC:25250	Approved	ADPGK	ADP dependent glucokinase	ENSG00000159322	83440	15
HGNC:44144	Approved	ADPGK-AS1	ADPGK antisense RNA 1	ENSG00000260898	100287559	15
HGNC:269	Approved	ADPRH	ADP-ribosylarginine hydrolase	ENSG00000144843	141	3
